state_id,wm_yr_wk,y,snap,event_flag,week_start
CA,11101,82653,0.5714285714285714,0,2011-01-29
CA,11102,86969,0.8571428571428571,1,2011-02-05
CA,11103,75484,0.0,1,2011-02-12
CA,11104,75764,0.0,1,2011-02-19
CA,11105,74812,0.5714285714285714,0,2011-02-26
CA,11106,82245,0.8571428571428571,1,2011-03-05
CA,11107,77351,0.0,1,2011-03-12
CA,11108,75649,0.0,1,2011-03-19
CA,11109,77787,0.14285714285714285,0,2011-03-26
CA,11110,84632,1.0,0,2011-04-02
CA,11111,78839,0.2857142857142857,0,2011-04-09
CA,11112,74123,0.0,0,2011-04-16
CA,11113,68155,0.0,1,2011-04-23
CA,11114,76245,0.8571428571428571,1,2011-04-30
CA,11115,75171,0.5714285714285714,1,2011-05-07
CA,11116,70556,0.0,0,2011-05-14
CA,11117,70437,0.0,0,2011-05-21
CA,11118,72924,0.42857142857142855,1,2011-05-28
CA,11119,82447,1.0,0,2011-06-04
CA,11120,78811,0.0,1,2011-06-11
CA,11121,77563,0.0,1,2011-06-18
CA,11122,76243,0.14285714285714285,0,2011-06-25
CA,11123,87929,1.0,1,2011-07-02
CA,11124,79473,0.2857142857142857,0,2011-07-09
CA,11125,78922,0.0,0,2011-07-16
CA,11126,76766,0.0,0,2011-07-23
CA,11127,81528,0.7142857142857143,1,2011-07-30
CA,11128,84580,0.7142857142857143,0,2011-08-06
CA,11129,84139,0.0,0,2011-08-13
CA,11130,81059,0.0,0,2011-08-20
CA,11131,79105,0.2857142857142857,1,2011-08-27
CA,11132,87434,1.0,1,2011-09-03
CA,11133,81549,0.14285714285714285,0,2011-09-10
CA,11134,82771,0.0,0,2011-09-17
CA,11135,86203,0.0,0,2011-09-24
CA,11136,96372,1.0,0,2011-10-01
CA,11137,94350,0.42857142857142855,1,2011-10-08
CA,11138,88892,0.0,0,2011-10-15
CA,11139,84747,0.0,0,2011-10-22
CA,11140,89517,0.5714285714285714,1,2011-10-29
CA,11141,95675,0.8571428571428571,1,2011-11-05
CA,11142,86072,0.0,0,2011-11-12
CA,11143,87619,0.0,1,2011-11-19
CA,11144,79323,0.2857142857142857,0,2011-11-26
CA,11145,95735,1.0,0,2011-12-03
CA,11146,92584,0.14285714285714285,0,2011-12-10
CA,11147,96242,0.0,0,2011-12-17
CA,11148,75991,0.0,1,2011-12-24
CA,11149,89079,0.8571428571428571,1,2011-12-31
CA,11150,94622,0.5714285714285714,1,2012-01-07
CA,11151,90078,0.0,1,2012-01-14
CA,11152,88877,0.0,0,2012-01-21
CA,11201,96086,0.42857142857142855,0,2012-01-28
CA,11202,103637,1.0,1,2012-02-04
CA,11203,97491,0.0,1,2012-02-11
CA,11204,95798,0.0,1,2012-02-18
CA,11205,95981,0.2857142857142857,1,2012-02-25
CA,11206,108420,1.0,1,2012-03-03
CA,11207,101685,0.14285714285714285,0,2012-03-10
CA,11208,97553,0.0,1,2012-03-17
CA,11209,96240,0.0,0,2012-03-24
CA,11210,109021,0.8571428571428571,0,2012-03-31
CA,11211,104659,0.5714285714285714,1,2012-04-07
CA,11212,94734,0.0,1,2012-04-14
CA,11213,94528,0.0,0,2012-04-21
CA,11214,101199,0.5714285714285714,0,2012-04-28
CA,11215,105712,0.8571428571428571,1,2012-05-05
CA,11216,98537,0.0,1,2012-05-12
CA,11217,98882,0.0,0,2012-05-19
CA,11218,100835,0.14285714285714285,1,2012-05-26
CA,11219,111124,1.0,0,2012-06-02
CA,11220,114986,0.2857142857142857,1,2012-06-09
CA,11221,109271,0.0,1,2012-06-16
CA,11222,103698,0.0,0,2012-06-23
CA,11223,111726,0.8571428571428571,1,2012-06-30
CA,11224,111012,0.5714285714285714,0,2012-07-07
CA,11225,106283,0.0,1,2012-07-14
CA,11226,103960,0.0,0,2012-07-21
CA,11227,103691,0.42857142857142855,0,2012-07-28
CA,11228,114058,1.0,0,2012-08-04
CA,11229,115026,0.0,0,2012-08-11
CA,11230,109184,0.0,1,2012-08-18
CA,11231,102649,0.0,0,2012-08-25
CA,11232,112706,1.0,1,2012-09-01
CA,11233,108911,0.42857142857142855,0,2012-09-08
CA,11234,103271,0.0,0,2012-09-15
CA,11235,100726,0.0,0,2012-09-22
CA,11236,109508,0.7142857142857143,0,2012-09-29
CA,11237,105477,0.7142857142857143,1,2012-10-06
CA,11238,96076,0.0,0,2012-10-13
CA,11239,91534,0.0,1,2012-10-20
CA,11240,93759,0.2857142857142857,1,2012-10-27
CA,11241,100829,1.0,0,2012-11-03
CA,11242,94117,0.14285714285714285,1,2012-11-10
CA,11243,90471,0.0,1,2012-11-17
CA,11244,79304,0.0,0,2012-11-24
CA,11245,97940,1.0,0,2012-12-01
CA,11246,95296,0.42857142857142855,0,2012-12-08
CA,11247,95990,0.0,1,2012-12-15
CA,11248,82673,0.0,1,2012-12-22
CA,11249,95562,0.5714285714285714,1,2012-12-29
CA,11250,99266,0.8571428571428571,1,2013-01-05
CA,11251,95773,0.0,0,2013-01-12
CA,11252,91967,0.0,1,2013-01-19
CA,11301,95917,0.14285714285714285,0,2013-01-26
CA,11302,99892,1.0,1,2013-02-02
CA,11303,102536,0.2857142857142857,1,2013-02-09
CA,11304,100160,0.0,1,2013-02-16
CA,11305,102576,0.14285714285714285,1,2013-02-23
CA,11306,106459,1.0,0,2013-03-02
CA,11307,104843,0.2857142857142857,0,2013-03-09
CA,11308,100810,0.0,1,2013-03-16
CA,11309,100897,0.0,0,2013-03-23
CA,11310,107473,0.7142857142857143,1,2013-03-30
CA,11311,111393,0.7142857142857143,0,2013-04-06
CA,11312,103732,0.0,0,2013-04-13
CA,11313,103294,0.0,0,2013-04-20
CA,11314,106333,0.42857142857142855,0,2013-04-27
CA,11315,110841,1.0,1,2013-05-04
CA,11316,108307,0.0,1,2013-05-11
CA,11317,109468,0.0,0,2013-05-18
CA,11318,105695,0.0,1,2013-05-25
CA,11319,120101,1.0,1,2013-06-01
CA,11320,121592,0.42857142857142855,0,2013-06-08
CA,11321,111639,0.0,1,2013-06-15
CA,11322,115226,0.0,0,2013-06-22
CA,11323,133718,0.7142857142857143,1,2013-06-29
CA,11324,118986,0.7142857142857143,1,2013-07-06
CA,11325,115238,0.0,0,2013-07-13
CA,11326,115369,0.0,0,2013-07-20
CA,11327,116531,0.2857142857142857,0,2013-07-27
CA,11328,121865,1.0,1,2013-08-03
CA,11329,120259,0.14285714285714285,0,2013-08-10
CA,11330,118855,0.0,0,2013-08-17
CA,11331,121190,0.0,0,2013-08-24
CA,11332,127093,0.8571428571428571,1,2013-08-31
CA,11333,126659,0.5714285714285714,0,2013-09-07
CA,11334,118976,0.0,0,2013-09-14
CA,11335,115650,0.0,0,2013-09-21
CA,11336,118235,0.5714285714285714,0,2013-09-28
CA,11337,122950,0.8571428571428571,0,2013-10-05
CA,11338,112876,0.0,1,2013-10-12
CA,11339,109111,0.0,0,2013-10-19
CA,11340,111150,0.14285714285714285,1,2013-10-26
CA,11341,115462,1.0,0,2013-11-02
CA,11342,109042,0.2857142857142857,1,2013-11-09
CA,11343,104337,0.0,0,2013-11-16
CA,11344,98797,0.0,1,2013-11-23
CA,11345,106819,0.8571428571428571,1,2013-11-30
CA,11346,108108,0.5714285714285714,0,2013-12-07
CA,11347,104239,0.0,0,2013-12-14
CA,11348,93043,0.0,1,2013-12-21
CA,11349,103002,0.42857142857142855,1,2013-12-28
CA,11350,109367,1.0,1,2014-01-04
CA,11351,108649,0.0,0,2014-01-11
CA,11352,105652,0.0,1,2014-01-18
CA,11353,100895,0.0,0,2014-01-25
CA,11401,111935,1.0,1,2014-02-01
CA,11402,114961,0.42857142857142855,1,2014-02-08
CA,11403,103984,0.0,1,2014-02-15
CA,11404,100450,0.0,0,2014-02-22
CA,11405,110565,1.0,1,2014-03-01
CA,11406,113028,0.42857142857142855,1,2014-03-08
